,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1079.00791838,0.8845302266275382,0.9032675631430761,0.9016145993503817,0.7376594274991279,0.560681644340577,0.24250159582240619,0.8952238685074991,0.16722672338140732,0.5015540966627963,0.1890486359943057,0.20275636188248433,0.5211305971655547,0.301483619178323,0.30320465363267096,0.9409695877988501,0.44917297318408417,0.41851004912238,0.7583663449525182,0.42702679689064005,0.5951341401794011,0.44173346619356213,0.9107647397675745,0.5905780223736353,0.8857852865011737,0.9186261497421733,0.9407794566517902,0.5556102428216773,0.8494752680381759,0.9439783936403895
1084.26333836,0.884850906064216,0.9034341919506487,0.901113857295191,0.7376989357177891,0.5604370179452273,0.24474078374347388,0.8944991798665044,0.17116904187398554,0.514845505707806,0.1893353087971701,0.20491054992472524,0.5290994833680278,0.3006760270157283,0.3033374795639272,0.9414367852966539,0.44948575198152846,0.41866464714703816,0.7591605557096086,0.4271907470552322,0.5952909930792213,0.4449557420070463,0.9108189060951781,0.5918610726883291,0.8858846375437657,0.9184167274487414,0.9404708308987004,0.5630296518240993,0.850249534919614,0.9437104649676917
1089.52507305,0.8849007236724138,0.9034899992801637,0.9018256318798523,0.7377632239573624,0.5600321980480565,0.24753101785732493,0.8935354617483076,0.17532678254615142,0.5273605060930515,0.18953799252233985,0.2074355077660049,0.5370794412152835,0.29994365979540716,0.3035905797304696,0.942598948850201,0.4500416193264093,0.4192081841362343,0.7598701547571344,0.42746532025792816,0.5959269072435216,0.44812240512760065,0.9107169095515348,0.5933141740244499,0.88595244015666,0.9178299345718259,0.9397850266986227,0.5700396381654005,0.8508760760545414,0.9433396279078724
1094.78823545,0.8847529778422477,0.9035127419142102,0.9027229099973867,0.7378375987796952,0.5596033161428481,0.2506951440370082,0.892161404144279,0.17974941213459972,0.5388463230154167,0.18993153311726887,0.21028632410430298,0.5451357547967918,0.29937281142712924,0.3040594959806948,0.9430698353551268,0.45042628653690986,0.41980355054730983,0.7603805862121995,0.4279694482590797,0.5964873859036203,0.4510760442058978,0.9109128814066346,0.5950388508641642,0.8861472701985089,0.9167341854557093,0.9389136912918734,0.5771062213211143,0.8513868936578017,0.9429025038932449
1100.05281299,0.8845315961845824,0.9035566048036304,0.9029745747488689,0.7379694971936938,0.5591223802889986,0.2542605518166283,0.8898876003222007,0.18439953218310545,0.5491429246272829,0.1905343676494555,0.21335556367657482,0.5534772499832201,0.2987544459497398,0.30452522398477555,0.943355273893479,0.4510068610560904,0.42050580852985653,0.7609715899820039,0.4284685183539081,0.5967262009308606,0.4540774356624007,0.91082453137956,0.5967566733995308,0.8863911982901131,0.9154563120743572,0.9384168023826349,0.5841106200130959,0.8518997249086271,0.9419733175400782
1105.31879326,0.8845084516492671,0.9036787348234036,0.9032507147984662,0.7380948777431273,0.5585839417192259,0.25815424984014607,0.8874462693528675,0.18918364004152746,0.5584400955868433,0.19124196656118192,0.21655543508710393,0.5621373791807674,0.2981781192031361,0.3048807591570026,0.9435664425791814,0.45179062552068844,0.421219269883796,0.7617109643135261,0.42907338125225297,0.5970331605242616,0.45699417588450714,0.9108309277230809,0.5984547935459749,0.8864840664355087,0.9141438758501506,0.9379758391182095,0.5913136312652362,0.8519751998869725,0.9410673277603014
1110.586164,0.884618403804964,0.9039055241014174,0.9033763473961782,0.7380797671461703,0.5580633514058813,0.2622119433816495,0.8849323353462398,0.19410671620133746,0.5669098121474285,0.1919830803305272,0.21977925070538057,0.5709340104803907,0.29756039042567106,0.30535600963662446,0.9438898113712516,0.45267567174922546,0.4219434010018344,0.7627462775117357,0.429762075375838,0.5971871049947604,0.45989469050076026,0.9104542358345366,0.6002406110922797,0.8868443878641451,0.9129138097331099,0.9373279508996685,0.598225847831209,0.8519785830384821,0.9400268856428874
1115.8549131,0.8844028201022006,0.9039504995913838,0.9035034304616011,0.7381482526723057,0.557536165524495,0.2663382735978808,0.8829075870512396,0.19905817411693943,0.5741938832797869,0.1928381956823179,0.22317647789607054,0.579747979048362,0.2969964966302386,0.30601367005969143,0.9444706289130118,0.453802246434134,0.42240247186916047,0.7638156631700783,0.43055918325669823,0.5972375277162676,0.46298036064715314,0.90962939051004,0.6019361741566182,0.8871112649987772,0.9117749587936389,0.9364111573176869,0.6050391237292744,0.8518411186836956,0.9389352592776257
1121.12502863,0.8845824682835478,0.9039507947576858,0.9034531999578467,0.7381554563313674,0.556801004973834,0.2704385989715871,0.8806456178426179,0.2041704392533936,0.5805411647263286,0.1936748131201684,0.22678974834531557,0.5886460782675507,0.29640221414344603,0.30693292387535803,0.9448902760015825,0.4548423329761986,0.42300275437490187,0.7646623813264877,0.43111602472700755,0.5972879683909473,0.46574348131567406,0.9087964090070346,0.603545910881702,0.8877926390993892,0.9111759028443459,0.9357384179828306,0.6117015697312446,0.8514916912049283,0.9373502392697038
1126.42117712,0.8848759584239798,0.9038976503920577,0.903042258049768,0.7380007490121916,0.5560308226612506,0.27466854344585745,0.8779912561919333,0.2093275453492282,0.586171810246262,0.1945863659675005,0.23028111624416917,0.5980291403882431,0.2958678172573997,0.30786092491951045,0.9453809058224188,0.45571698198675553,0.42397268407950733,0.7647041506448015,0.431745308147205,0.5978592785353857,0.4681294919220948,0.9076013604654427,0.605189337812446,0.8885857999638425,0.9101218459598612,0.9346016944439254,0.6187085655145204,0.8507793275203703,0.9355608962142621
1131.75559815,0.8850129478627001,0.9037040175302199,0.9029283030699194,0.7380095899669935,0.5549131482619136,0.2789850705691426,0.8743379495180132,0.21442613546121086,0.5910575959049185,0.1956195833470758,0.23360370199409597,0.6078918159452746,0.2953368772872097,0.30870874832506945,0.9452769646111332,0.4564845001913466,0.42479607698477095,0.7641961462426367,0.43257752575805375,0.5987248728610172,0.4705838524346117,0.9053323777161297,0.6069323687044007,0.8894182402558102,0.9078018897754454,0.9332760881942782,0.6253359251575363,0.8494836492362664,0.9334660025765831
1137.12876151,0.8851159380289492,0.9035452344740825,0.9025907844106933,0.7381087711933036,0.5535784037321515,0.28342339302440156,0.8688730726677718,0.21949033758763214,0.5951558556850568,0.1968274890121407,0.2369137310909869,0.6182929724777396,0.29476606482227313,0.3095654137359429,0.9453817287087619,0.4575505729240812,0.4256837328379681,0.7636379103142826,0.4334585714379974,0.5988853733148094,0.47281496821210034,0.9018175752295478,0.6084615944314897,0.8898933459097758,0.9043319039891515,0.9315584559936628,0.6315573354307109,0.8474931054561304,0.9308588861799478
1142.54114608,0.8853603637747542,0.903293910236646,0.9022474280009377,0.7382133153127213,0.5519386443534462,0.2880736064227957,0.8603409194554117,0.22457639196553916,0.5990042326580164,0.19827299761970055,0.24033113791726352,0.6283839100196352,0.294240508919722,0.3106168327010974,0.9455757001395974,0.45867780136302794,0.4266965225266101,0.762953918933156,0.43417272936039675,0.5987643789691147,0.47485488415784577,0.8973137648931597,0.6098804134863943,0.8900200622185197,0.9001805202778452,0.9294310863001424,0.6379308257958017,0.8447797406781868,0.927130218316114
1147.99324008,0.8857123733447917,0.90289731981921,0.9024231438848963,0.7381428767115864,0.5502308117123959,0.2929753036223141,0.8463202984476762,0.22961079721061112,0.6023766750262235,0.19991503992396611,0.243568957483671,0.6383548328688169,0.29366344173918074,0.3118832585666429,0.9455540599311894,0.46003434243842367,0.42792741103583304,0.762304161162537,0.43489917749838836,0.5986326063635137,0.476596495822764,0.8921723600850892,0.6114187622213284,0.8897818662519335,0.8949509126129654,0.9263413377943317,0.6443662589250735,0.8412502406272971,0.9221652508758333
1153.48554133,0.8854397137318114,0.9027218379418449,0.9027801938830643,0.7381943155163628,0.5491043247825576,0.2981161383462888,0.8275296158154587,0.23451909137852667,0.6055446942060879,0.2014200056529392,0.2468045705068657,0.6486793532372118,0.29315236425447916,0.31323130281571354,0.9456866395281446,0.46141284296839924,0.42925236608629525,0.7616921622939785,0.4355088468578198,0.5994117149363538,0.47833763314370464,0.888924651830678,0.6130238282272028,0.8894177573006908,0.8876896410213274,0.9220781719469265,0.6505505735027282,0.8372521062381948,0.916127373045292
1158.99647413,0.8850346548661394,0.9025816863364508,0.9034638009299639,0.7381047841712548,0.5486869714003523,0.30319090300141505,0.8118916063259793,0.23931019494798278,0.6083319843415204,0.20266736113739187,0.24991693794302794,0.6591902034443514,0.29254516167694367,0.31462464980753,0.946061595284831,0.46293050532889396,0.43052911649844894,0.761326680597686,0.43648184624960584,0.6006007745477314,0.48038039091935386,0.8884317809272773,0.6144664526860496,0.8891197244220833,0.8791146232787533,0.9170191861904322,0.6564061361324773,0.833143146258416,0.9095604924558147
1164.48107738,0.8852676761090991,0.9023924027510449,0.904315375980879,0.738186332333691,0.5486702811403941,0.3081396870173745,0.8105870044795835,0.2440375021486341,0.6108278678068789,0.203949689910066,0.252720378058429,0.6693390640247813,0.2919016640820468,0.31604142092565213,0.9463791112900662,0.46444976389131554,0.43172018508836313,0.7613072859948251,0.43775635069487595,0.6016491614918117,0.4827150671696553,0.8903479984623774,0.6160827987629299,0.8886348168430928,0.8725874300077274,0.9111579562427157,0.6619455302387292,0.8293162156349716,0.9031403340782203
1169.93996942,0.8858500253958184,0.9022533087763049,0.9046169146684772,0.7383176681430139,0.5486509122527526,0.3133880259744353,0.8218196208425387,0.24865080280741997,0.6128999009570815,0.20525753352580198,0.2552252790582244,0.6795782272672205,0.29124520676585025,0.3175625464347548,0.9466747141183312,0.46603771808301886,0.43292127306264183,0.761546440820844,0.43899152940262265,0.6018131374306244,0.48488520573115607,0.8928375654194137,0.617687351365699,0.8882380194567047,0.8713058660722498,0.9050078465849445,0.6677060166070461,0.8258578116833506,0.8973984278648368
1175.3737451,0.8863102552465767,0.9021626121575627,0.9046816986825458,0.7383577850816543,0.5486425224147952,0.31899480665469826,0.8355130778037919,0.25298157828625306,0.6149005216038065,0.2064976261314473,0.25762809118634206,0.6898159820063974,0.29076339043417576,0.3190682997418398,0.9465047153648217,0.467547954072953,0.4342026252250091,0.7619849584073953,0.4401850638988344,0.6021979278494115,0.4868036171880377,0.8951334197726167,0.6192289205225371,0.8876923206741245,0.8748756387728779,0.9000311873285425,0.6730888084789073,0.8225734618605244,0.8931424812408305
1180.78297699,0.8860744662919859,0.9019165565904614,0.9042816338142292,0.7385955211701501,0.5485832752672704,0.32492707450181957,0.8461769076376485,0.25717960438695303,0.6166527143896177,0.2074711320074112,0.259967915880286,0.7000632737675812,0.29033427463692935,0.3205859717562789,0.9467437723093791,0.46926902900060397,0.43590466468703076,0.7627347006718207,0.44144865271929085,0.6029286994979542,0.48875188402761555,0.8969991381776958,0.6209973102608907,0.8871581632193846,0.8798162875394586,0.8969221800700149,0.6785008266058644,0.8193021704108301,0.8906474741232192
1186.16821657,0.8861020336230815,0.9016837353640749,0.9035797624131156,0.7386358130732565,0.54835866655674,0.3310128362062239,0.8526903067275771,0.26123170124104556,0.6182804619628671,0.20858301877825103,0.2622216944137745,0.7099502449944373,0.2898461443722655,0.32215152660964874,0.947051337555119,0.4714565445099041,0.43790471987443946,0.7635294903065981,0.44275321139367335,0.6039271215483687,0.49050277556032035,0.8983781366103605,0.6228307729925908,0.8863780573429657,0.8839794825342663,0.8946518548580616,0.6838375140014841,0.8160402940070384,0.8890317764460423
1191.52999524,0.8865084885338487,0.9013721056503992,0.9030062564374162,0.7387179953310067,0.5480417226092178,0.337044018514189,0.8561507944437646,0.2651166082401333,0.619627032259531,0.20962426955724645,0.26426113772439785,0.7188108415985497,0.2892578953551966,0.32374722962011515,0.9471064763943935,0.47346500220668675,0.4397119749913862,0.7645523869832952,0.44407344175929236,0.6052867484500141,0.49218679094883927,0.8993614929718686,0.6241216732088012,0.8854269327151546,0.8864266687139049,0.8932818088812353,0.6893834070992446,0.8128834959369454,0.8877189785136328
1196.89576018,0.8868398266609651,0.9010001440609412,0.9027868899116199,0.7388773151136414,0.5478037137343195,0.3427356164974939,0.8590777158260092,0.2689838113654625,0.620730639085794,0.21045444544288272,0.2663725656133818,0.7267870019102242,0.2887100211583271,0.32544760721048976,0.9467721968528642,0.47527217881127076,0.44119808098633295,0.7658434256079876,0.44519427470512235,0.6069500580065346,0.4938706426138965,0.9003159099898358,0.6250767793441442,0.8839204016664863,0.8877937666131112,0.8926298310690912,0.6949644543357598,0.809095050860557,0.8866200196826434
1202.26638934,0.8872846589131084,0.9007074553611691,0.9035783072902347,0.7387732520651388,0.5476775323560171,0.34804479867508176,0.8634328053676923,0.2727308842146929,0.6216643732796703,0.21111815823585767,0.26848953034502543,0.7345485730187777,0.28827728867019997,0.3272569026267177,0.9464861393357809,0.47710029359262984,0.44266277600767906,0.7672254051411949,0.446408621352216,0.6090013761926419,0.4954677833500791,0.9010898352555945,0.6257794538064149,0.8822334559333906,0.8886523619594084,0.8921783105068067,0.7004400013814512,0.8053184051634111,0.8858830466433829
1207.64185238,0.8872851510751755,0.9005747825704912,0.9041244003038518,0.7386954092600436,0.5474579586607973,0.35342404555164986,0.8681169122614653,0.27624056263651475,0.6223576306855452,0.21170810471240586,0.2705262665992904,0.7418171403257869,0.2879341504539697,0.32919023378203927,0.9458339383363418,0.4791423227511147,0.44441716080205546,0.7677741676077401,0.4479543925354636,0.611127073761886,0.49687400669316334,0.9017080692298045,0.6266133597060473,0.8800073793981592,0.8896018066452459,0.8922458950553236,0.7058442028510763,0.8020163892270281,0.8855920325064875
1213.0221192,0.8870475379718838,0.9000985436845953,0.9042083195881182,0.7387262762706229,0.5472444198416483,0.35869337537568174,0.8716217853808139,0.2796071153342958,0.623224955750108,0.21232044219774646,0.27244112766849526,0.748981195984001,0.2876718331975578,0.3310452844272055,0.9455683016883878,0.48141731792286657,0.4463168448086192,0.7680667292299717,0.44937488457664976,0.6124047741358376,0.4980935564498202,0.9026409153448285,0.6275676410397875,0.8772059117879596,0.8911242783535546,0.8935793629717408,0.7113667637809334,0.7986924392410982,0.8851091148062512
1218.40715994,0.8872498199523353,0.899604478367687,0.9038513616337881,0.7386973538372679,0.5469385436587919,0.36368892872988257,0.8739193404024489,0.28295233878533976,0.6239555112166906,0.21288067777125094,0.27447148620405504,0.7556963694386941,0.2873685182326794,0.33284546592914943,0.9447559441665326,0.4834179015029895,0.4481436121983067,0.7684638388880157,0.4506787586197477,0.6129308867745245,0.49919843779600076,0.9033961065427619,0.6286097594727799,0.8736430296643376,0.8926804561553014,0.8957035405929347,0.7165520650391233,0.7953394665545135,0.8843931180334
1223.79694502,0.8873859493272102,0.8993950388150664,0.9033295909423572,0.7389082661347813,0.5465370242408342,0.3686741786048141,0.8754939075581701,0.2861434193626391,0.6243998876696296,0.2132277007222674,0.2765705610215353,0.7616157006752153,0.2870229754801349,0.3346136409845211,0.9433023355520957,0.4852147000615419,0.44986668571360483,0.7686432206582575,0.4517142268056762,0.6129676847371451,0.5002891166926426,0.9041128003839907,0.6293559169093542,0.8692033148668105,0.8940483257692912,0.8970724806044772,0.7213813122269581,0.7919814683915228,0.8841080622839108
1229.190873,0.88745612807926,0.8993550556372786,0.9031376204158329,0.7392060228296886,0.5461016561513135,0.3733550130964091,0.8762065279755421,0.28937158571428245,0.6246622738217896,0.21349448995352954,0.2788015049500209,0.7669129244229167,0.2867471262726216,0.33645288444448507,0.9414040832920328,0.48725908814565355,0.4516519123781184,0.7687758871212365,0.4525899551940921,0.6130641038280268,0.5013887679724257,0.9046017321606564,0.6299273884804314,0.8647986798124728,0.8950432273514084,0.89799918799139,0.726144021331659,0.7886934105086636,0.8839880412091262
1234.58829679,0.8876048044587788,0.8994262554082585,0.9028246477412142,0.7393702796284117,0.5456210108122215,0.3774237596963895,0.876337451319439,0.29250918462897113,0.6248093544100713,0.21393031042940394,0.2810582246524782,0.772257383645562,0.2865413827295471,0.3382626715605647,0.9397244249381439,0.4892941519320041,0.4535008768700787,0.7689013125132077,0.4537004556167572,0.6139793033815387,0.5022939492052912,0.9050364434144592,0.6308777503902065,0.8608362759809034,0.8957296937248277,0.899559937168875,0.7308381529339518,0.7855954098035114,0.8840249907457403
1239.98919257,0.887998101402605,0.8993990043014555,0.9028646909019205,0.7394722489402177,0.5451860840523169,0.3811677028334766,0.8769517294515283,0.29555240168110203,0.6248390951436159,0.21456711439712692,0.28331308939847816,0.7772547823375604,0.2862669180423699,0.3401368646593928,0.938588555225282,0.491266781558558,0.45555517397180784,0.7689363662721351,0.4550758253413193,0.6149445369473464,0.5030809236185003,0.9050909343619558,0.6319480491636005,0.8571726701334574,0.8967397010663555,0.9020070683640633,0.7355763828487444,0.7825213427774198,0.8842432327624105
1245.39353673,0.8883474693388285,0.8994760436516922,0.9032617710184533,0.7395068514468018,0.5446661918953397,0.3847047369963918,0.8779806477853825,0.2986704126866911,0.6248464930985952,0.21505075276107605,0.2856183088209319,0.7820701572919343,0.28603834564317493,0.34187411508599774,0.9384570142196835,0.49347177569567324,0.4574730622922633,0.7687568455476945,0.45654611374226894,0.6153052072703942,0.5038405790657187,0.9051872636009594,0.6327965847768019,0.8531624295765511,0.8974179689429492,0.9043799167638152,0.7403093731954923,0.7797668752668409,0.884517847629368
1250.80130588,0.8884315574167234,0.8992658391854784,0.9040238298677334,0.7394550983935301,0.5443296980122969,0.3880935379495875,0.8788981188788934,0.3017867409445413,0.6246852067703866,0.21543176001343564,0.28808247027427136,0.7864178673081678,0.2858815934661592,0.34350582515481287,0.938977309836325,0.49557815670808786,0.45918555461639,0.7682408812389968,0.4582496707893799,0.6154799418035117,0.504449364164939,0.9054636129222702,0.6334495044108297,0.8482494744742779,0.897825217731485,0.9062510564532034,0.7450380888230198,0.7766595557516005,0.8849177876974235
1256.21247686,0.8887781596936373,0.8990847045286431,0.904836725605717,0.7393142155516126,0.5440396769608752,0.39126051084715785,0.879193553562312,0.3047928083142918,0.6246702498627505,0.21579311265472015,0.29074490969413397,0.7901132679901265,0.28575299252321534,0.34517831373526636,0.9393949840224006,0.4976533444888697,0.46093309437662566,0.7676195789654424,0.4596942521254671,0.6158492641019605,0.5050983424272587,0.905342895496913,0.6333381974636919,0.8414435517623262,0.8980148247083961,0.9079083554290118,0.7496723960911047,0.7740246468080817,0.8851707249865859
1261.62708732,0.8887988054327347,0.8990205539283709,0.9055588885600712,0.7389244183712337,0.5437439840118522,0.39410306699863973,0.8790700619641075,0.3076871915621027,0.6244802991714429,0.21617871293284174,0.29352975353452954,0.7935586606095509,0.28564191504709197,0.34698524836611827,0.939184240548148,0.49959544858949584,0.46295669536726075,0.7671690026760274,0.4609670581744588,0.6163722208178901,0.505716266840754,0.9047156823623838,0.6325698959613152,0.8337811350815761,0.8975157548201427,0.9091335782802118,0.7541201826583201,0.771515019326643,0.8855561222786796
1267.05580532,0.8887036723715229,0.8988454777224832,0.9058602516403446,0.7384317393982728,0.5434065543573062,0.3963718798344514,0.8788938958216249,0.31053888230193316,0.6240187330827032,0.21652507299158494,0.2963435894198201,0.796816735765458,0.28552441763994785,0.3487980023926034,0.9382841796789466,0.5016673994279963,0.46496462354492,0.7665904473214287,0.46188384076042016,0.6162238575733117,0.5060939630255893,0.9035778069382535,0.6306249887325621,0.829314144388691,0.8966534207363227,0.9096485685087617,0.7587772884471603,0.7696321108722503,0.8857294960043128
1272.49861965,0.8886251618413268,0.8984537356019384,0.9057463321452836,0.7377732284162786,0.542968070165433,0.3984042093033856,0.8784102119878665,0.3133486801749791,0.6233865980978075,0.21676910044268105,0.29929743332983316,0.7992983955066326,0.2854749108688883,0.3506736244764843,0.9364110224529627,0.5037684057208636,0.4669580406912069,0.7655183549669633,0.4631350542305187,0.6160970279282558,0.506521510981569,0.9021646499394326,0.6281418509516606,0.8315470702655614,0.8958999293948171,0.9100468620718998,0.7632781731960783,0.7676966098080237,0.8858007561692217
1277.95551888,0.8885092857405165,0.897904092354287,0.9054743827517716,0.7369336225303158,0.5422978680490491,0.40043326343845437,0.8772334673214394,0.31610015895128113,0.6224811694748518,0.21713049569162557,0.3024688889553877,0.8016477150349186,0.2855246416030586,0.3525237679045165,0.9342172989123242,0.5057818083303429,0.46898309099864366,0.7641750208620897,0.46416899133668565,0.6163726407463173,0.5067876276741339,0.9009259601566196,0.6274018691369728,0.8387749382570276,0.8951102199817731,0.910141944163405,0.7678939043432329,0.7655782187671699,0.8857900505708283
1283.42649147,0.8885374061649891,0.8975628554995141,0.9052622111826841,0.736006809142371,0.5417339600494635,0.4022816965759163,0.8751727760727772,0.31887428160268444,0.6213367435553311,0.2175874452698377,0.30578516421490914,0.8039437430585317,0.2856408367989151,0.3544197485214373,0.9316142431216383,0.5080849148622252,0.47097655986640274,0.763975421184555,0.4653768939856237,0.6162336052347069,0.5069572352584609,0.9004880865601647,0.6295117141576616,0.8476956654441891,0.8941216229354405,0.9101219526025058,0.7724191170294634,0.7636636336618969,0.8857029698931347
1288.9115257,0.8889473941893106,0.8975224151872419,0.9049008989621332,0.7354448452234773,0.5409183444270829,0.4039556980783228,0.8723961575590848,0.32173904958510385,0.6202167396615678,0.2181310273892486,0.3092449158995234,0.805931048996095,0.2859026664269401,0.3562430680277415,0.9284431134618827,0.510382317129646,0.4726711619341947,0.7656217953280297,0.46694169640855265,0.6158620234489683,0.5071428559722087,0.899875750742286,0.6317753911258812,0.8557702921944272,0.892545300515289,0.9100323716759895,0.7766851654698511,0.7617810438079357,0.8854102929331623
1294.41060969,0.8892295572812858,0.8972540325671273,0.9046618959390058,0.735354565236017,0.5400188966326122,0.40559628265960723,0.8690478775629252,0.3245003813308798,0.619053306321592,0.21860268148188453,0.3130509916954384,0.8078665237448573,0.2861781433995513,0.35809394884854573,0.924262481209281,0.5123873909958412,0.47438701913103554,0.7674579410101896,0.46867597475251327,0.6156666953375656,0.5072187203103853,0.8977881349666994,0.6321896737417211,0.8607850827734779,0.8907013019656113,0.909494211307901,0.7810823212809199,0.7597295046220316,0.8848177361312816
1299.91690127,0.8893365786096512,0.8966478418306811,0.9043630810460277,0.7354136612099949,0.5389876772680576,0.40694121205713035,0.8657220272461852,0.3271989818358498,0.6174500182900869,0.2189809314403159,0.3171285003277312,0.8096564089801046,0.28649985358980196,0.36005844345641624,0.9200597214637031,0.5145862729696429,0.47616100295086755,0.7682169862061328,0.47018636861599566,0.6152390861992276,0.5072948277007026,0.8958103555036943,0.6326998804632247,0.8627668851183316,0.8884321136791642,0.908600131576218,0.7854553487890332,0.7576491167433228,0.8841484695353744
1305.42577023,0.8890943478637895,0.8960154080969233,0.9046016210868004,0.735486042026425,0.5377090461090763,0.4079858060397091,0.8623165405392255,0.32994113663471825,0.6157719760367301,0.21951054582099586,0.3211568443957491,0.8111292227531373,0.28686799491125625,0.36195293562082287,0.9165200874253794,0.5170100877077562,0.4781359990280308,0.7682074662410766,0.4713579374786594,0.6154352130230437,0.5072681253994913,0.8938418937971505,0.6340181372647069,0.862530481311476,0.8853940068584111,0.9070262563913589,0.790098481990437,0.7554586177710115,0.8831141110977732
1310.93719838,0.888928257559751,0.8957080284249613,0.9045452734716295,0.7357597249176271,0.5362051281871487,0.4088351881215815,0.8579183321489497,0.3326485334502968,0.6139797302075357,0.22028277680341224,0.32529716165580136,0.8125564586696135,0.28729719366639034,0.36385674598302464,0.9134344932786579,0.5192224220800397,0.4800790314090809,0.7676573283721766,0.47242389676812946,0.6157139165237704,0.5070981158969359,0.8909393514639051,0.6349975129925942,0.8601944018841314,0.8817291676311881,0.9052215593937711,0.7943100692575787,0.7531356477005312,0.8817467523291458
1316.45116775,0.8892427324498391,0.8952600881016712,0.9043899626033874,0.7359220202154909,0.534234192874924,0.40980334980121597,0.8520270036374684,0.33537613283808754,0.6117267419951674,0.22093951430270573,0.3296952027054137,0.8138134294443443,0.28777678512417204,0.3658254397496877,0.9109158473834018,0.5211595444669104,0.4819590046386666,0.7667211101866539,0.47380156147702623,0.6152876598446326,0.506710921062561,0.8866367741431003,0.6350711153372153,0.855573400041842,0.8772026251746643,0.9028401154458355,0.7985231976640261,0.7505205389190065,0.8803932033936192
1321.96766053,0.8894065169597908,0.8946019767046316,0.904493943802957,0.7361073527733877,0.5319197301109706,0.4110163059541228,0.8437178008607736,0.3379991914876604,0.6092253130516663,0.22160080487038572,0.3341830261631443,0.8151624260839122,0.28826296493728976,0.367678618497477,0.9081807508231854,0.5232911242500958,0.48372281072227946,0.7655777086108686,0.4752546482026447,0.6149719204119427,0.5061185922000321,0.881469987685651,0.6351482428432943,0.8504025420903697,0.8714329052756736,0.8995538530130361,0.8025603164653773,0.7474880809758853,0.8786866571609981
1327.4866591,0.8892973584518182,0.8937480488724716,0.9044179822052189,0.7360343487695886,0.5293166493453363,0.41229304818704354,0.8326378913986665,0.34058071373519,0.6063118469353886,0.22233154249151085,0.3388061108951824,0.8162119237390815,0.28869646490663337,0.3695008977123346,0.905630069009737,0.5255859452995613,0.4853951394381207,0.7642759211573578,0.47636772022310836,0.6148981366905474,0.5056129430072173,0.8757211032100238,0.6356446220970514,0.8456015254815185,0.8639505620141024,0.8954452330240471,0.8067761605972412,0.7439777682253357,0.876774224686796
1333.01349556,0.8890758270522496,0.892752697258206,0.9044773583315598,0.7360180456367748,0.5263903300819118,0.4131926352668011,0.8192731780154646,0.3431464096572493,0.603368430485605,0.22333707364872826,0.34393780568401805,0.817002518195932,0.2891049684085569,0.3713450487016934,0.9032273396883247,0.5279057088497178,0.4871444560281012,0.762060096605217,0.4772510165120059,0.6149935345344469,0.5051348269806447,0.8700128141875593,0.6360099056529598,0.839202882370861,0.8551116869824434,0.8908331744476048,0.8109455480788833,0.7396753931059072,0.8747179477253172
1338.5688161,0.8887686634584973,0.8919966482998088,0.9044650234778325,0.7361178597651036,0.5231090225316766,0.41397093456762096,0.8054675675077071,0.3457379713719966,0.6001580407575043,0.22458737192266218,0.34926811212326064,0.8173951746340815,0.28958847896232154,0.37314144529198595,0.9002673357431175,0.5298687621965465,0.48894938443036834,0.7589952591315091,0.47793467716616667,0.6149806592006681,0.5047048446653826,0.8641680354301446,0.6359132286214764,0.8339051257853047,0.8467609640540373,0.8854622312925149,0.814856291440944,0.7344925604683249,0.8725479536275764
1344.15282419,0.8884390165988686,0.8907382033175575,0.9041524127337861,0.735936545986819,0.5197212936050468,0.4149163876702759,0.7931126841467505,0.34815313584774715,0.5963788538442959,0.2256509276685668,0.3546884137019614,0.8179694696801681,0.29017433863413805,0.3748581034389103,0.8957935668270155,0.5313495910464552,0.4905652689101775,0.7542563726356393,0.4783689677167265,0.6148662003019024,0.5042504742656634,0.8579387137126852,0.6353216779539642,0.8317572651382521,0.8407009114023879,0.8798105599926571,0.8182836569214887,0.7285610360792317,0.8704142428007153
1349.76572543,0.8875281725944114,0.8893562680959219,0.9039681711580153,0.7356758946608853,0.5162181272878256,0.4162235320888758,0.7824633936272697,0.3504761237426111,0.5919892536399302,0.2266572346834996,0.3599674711184885,0.8186058511523615,0.2907858536927551,0.3762250860704306,0.8888015896391902,0.5328010209178848,0.49204216202037987,0.7470440339656401,0.47851833545799644,0.6142956491546057,0.5037089244477844,0.8508860888076115,0.6341590383273399,0.830887617951656,0.8374998095126738,0.873748372639581,0.8214788294769557,0.7221494496799895,0.8679926395263432
