,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1079.00791838,0.884452272477596,0.9032229142882782,0.9014995238926129,0.737632478034551,0.5605579643594193,0.24219509254078228,0.8951601325318871,0.1673147877671908,0.5015570196222683,0.1892042927162863,0.20405075106009962,0.5199406064977667,0.30148559644504425,0.30307901135420356,0.9407691098540135,0.4489800849584814,0.4184512599442117,0.7580537834678758,0.4268391510466165,0.5949548662161215,0.4413445206857707,0.9106144409623489,0.5904242129798055,0.8854810155193121,0.9185071323098352,0.9407750534498974,0.5551630865784309,0.8493828221740479,0.9439978285182816
1084.26333836,0.8847731847183182,0.903389828782767,0.9010027288692057,0.737672347291962,0.5603164381809276,0.24443254270876713,0.8944389371733166,0.17124050700974522,0.5148021857257186,0.18948527125087533,0.2061664346092505,0.5279084332934459,0.30068022193578064,0.30321437014697017,0.9412383787928122,0.4492958354243673,0.41860623264609537,0.7588514081524621,0.42700665446478436,0.595114543518168,0.44456314232247285,0.9106707706415104,0.591706217213984,0.8855855149691542,0.9183004394868665,0.9404672899275622,0.5625642219590615,0.8501558761537727,0.9437300955018932
1089.52507305,0.8848241144710008,0.9034460398307267,0.9017145145940093,0.737737029679144,0.5599151082250181,0.24721965735935275,0.8934796787686009,0.17538162714526032,0.5272761223217417,0.18968254014595512,0.20865209591490533,0.5358887860781057,0.2999497190243779,0.30346974361258494,0.942400462686999,0.44985401817575293,0.4191490144183931,0.7595649883189945,0.4272843088727778,0.5957521460005721,0.44772691344926646,0.9105713262189115,0.5931576941556226,0.8856590819056974,0.9177175643803308,0.9397838777493117,0.5695586167841131,0.8507818870466244,0.9433597916536387
1094.78823545,0.884678302005298,0.9034697284106287,0.9026109367081973,0.7378117542786035,0.5594898357683424,0.25037969360389206,0.8921114248033835,0.17978758283975843,0.5387261809068639,0.19007046319768817,0.21146412519712937,0.5439456036423546,0.2993802054726793,0.30394016028478604,0.9428730617156552,0.4502411932704,0.4197433663130861,0.7600798096230593,0.42779069392792307,0.5963142208552877,0.4506786178572774,0.9107692717074806,0.5948799048612746,0.8858591598250002,0.9166274877353214,0.9389153052799943,0.5766104474479158,0.8512926555502421,0.9429240211916092
1100.05281299,0.8844589863172133,0.9035141775925024,0.902864117984988,0.7379437216333529,0.5590124343591601,0.2539400380597035,0.8898454846406627,0.18442112250844273,0.5489927334737499,0.1906671265884946,0.21449540798313813,0.5522870394603502,0.2987631684296027,0.3044073251449887,0.9431615552167506,0.45082370104107183,0.4204443747714635,0.7606748879605396,0.42829192866408466,0.5965558033117236,0.45367833921285844,0.910683403302973,0.5965957303180947,0.8861080268436663,0.915355583008408,0.9384198040377417,0.5836012134487648,0.8518060016186108,0.94199677557415
1105.31879326,0.8844373821005257,0.9036363925056599,0.9031418666192791,0.7380693345757333,0.5584775315387741,0.25782790698485325,0.8874126463648337,0.18918905172953995,0.5582644667469174,0.1913685328734555,0.2176584903956291,0.5609463858911554,0.29818815072233157,0.30476459546218493,0.9433755145822587,0.4516088568053797,0.42115654077728315,0.7614178949518372,0.4288987587143084,0.59686524434198,0.45659372448992164,0.9106919865549568,0.5982918565329822,0.8862059531760963,0.9140486860117993,0.9379798084070236,0.5907908427570207,0.8518826556593727,0.9410929400163499
1110.586164,0.8845483309318122,0.9038632028222336,0.9032691855872084,0.7380545881179764,0.5579603861299851,0.26187963718140034,0.8849067492179404,0.19409633308902682,0.5667125720712687,0.19210353100866873,0.22084681678688228,0.569742138805987,0.29757155595960183,0.30524122160284856,0.9437011677771808,0.4524949099870794,0.421879658393079,0.7624559412208085,0.4295889478336564,0.5970219639102868,0.4594931528192109,0.9103189042713974,0.6000757590047742,0.8865707391545952,0.9128238982442786,0.9373336238573863,0.5976912350182617,0.8518877533951359,0.9400548344404539
1115.8549131,0.8843346766653934,0.9039089167014512,0.9033977610198978,0.7381233951732354,0.5574365491652269,0.2660002555532029,0.8828884463308972,0.19903247693537196,0.5739796503651204,0.19295257252183962,0.22420945209683554,0.578555563797936,0.29700877191307223,0.30589958032215925,0.9442837399005282,0.4536217506932965,0.422338454264085,0.7635276909291725,0.4303872175982689,0.5970755553921818,0.4625774870109456,0.9094985499852515,0.6017696523470156,0.8868416290832375,0.9116898503958406,0.9364190888429296,0.6044939643337226,0.8517523032463727,0.9389659944474017
1121.12502863,0.8845147772651865,0.9039099260367162,0.903349363696842,0.7381310180971109,0.5567046215408835,0.27009361706604174,0.8806328126013376,0.20412961665025875,0.5803125757815956,0.19378391969311914,0.22779373070217734,0.5874476129624079,0.29641560473150574,0.3068183102196738,0.9447045839449376,0.4546614305353732,0.42293769536039255,0.7643761820089545,0.43094522861973916,0.5971283034171843,0.4653384215678208,0.9086694270294923,0.6033773194103169,0.887524810298089,0.9110935109438815,0.9357484238430762,0.6111440371176733,0.8514050907084968,0.9373846330851923
1126.42117712,0.8848082181404141,0.903857228490407,0.9029409444871547,0.7379769575473427,0.555937863096435,0.27431581310156394,0.8779862224853365,0.20927187076709233,0.5859306806449882,0.19469032639293227,0.2312590797182751,0.5968209542339777,0.2958821983680848,0.30774547815881154,0.9451957058536338,0.45553593127241454,0.42390558566393316,0.7644213755602441,0.43157493836111,0.5976999064021647,0.46772252265989805,0.9074789604960765,0.6050182021238667,0.888318795798848,0.9100429774617279,0.9346144238821831,0.6181372916989706,0.8506957487282625,0.9356000199251605
1131.75559815,0.8849455402913093,0.9036645119507976,0.9028286063668719,0.7379861591386523,0.5548240769444882,0.27862453637243567,0.8743433155196462,0.21435622524666234,0.5908067170123392,0.19571825983832739,0.23455722891847078,0.6066728267582738,0.2953522785191817,0.308592668458642,0.9450941247704114,0.45630361044535556,0.4247271959016038,0.7639183255046732,0.4324071743763574,0.5985651371725429,0.4701749979237403,0.9052176154212748,0.6067586984899066,0.8891520857205526,0.9077303020877667,0.9332923999919001,0.6247522901861537,0.8494046995105587,0.9335103028229028
1137.12876151,0.8850488517588919,0.9035068567237748,0.902493183447949,0.7380853150682831,0.5534938790107871,0.28305503516553815,0.8688933528509151,0.2194067831723224,0.5948975376182116,0.19692062806643687,0.23784344767335464,0.6170622126576589,0.294782483636599,0.3094488239629624,0.9452004677632575,0.4573689989061008,0.4256131592613091,0.763365092198101,0.4332879434557909,0.5987269988130985,0.47240485313678804,0.9017136260188848,0.6082859535135483,0.8896288287500362,0.904270353183891,0.9315790260283329,0.6309628394326184,0.8474204724277005,0.9309099125624128
1142.54114608,0.8852932548631337,0.9032564700718391,0.9021519004636688,0.7381898517714242,0.5518594389307828,0.2876971505939529,0.8603843634480586,0.22447956738161443,0.5987395890506966,0.19836000384271174,0.24123755500412997,0.6271426151760152,0.2942578387560745,0.31049908857044944,0.9453957310471174,0.4584953415873093,0.42662388014631014,0.7626861614284459,0.434002308964502,0.5986083351763687,0.4744443632300502,0.8972231725622377,0.6097031637117857,0.8897581709916369,0.900130972555051,0.9294571835166086,0.6373257209275119,0.8447153920519458,0.9271906068296403
1147.99324008,0.8856453606766095,0.9028610310469608,0.902328333465821,0.7381197576382912,0.5501568926122524,0.29259033913851745,0.8464012376540768,0.22950126928141043,0.6021070851683883,0.19999560787880769,0.24445283315740823,0.6371038078106607,0.2936816998352396,0.3117638560275747,0.9453763208255396,0.459850595709613,0.42785212897207064,0.7620415395612197,0.4347290946404857,0.5984787879566007,0.47618618168568594,0.8920961323686689,0.611239690864565,0.8895235328755655,0.8949160081962575,0.9263753091905377,0.6437506652500118,0.8411960047765985,0.9222381395355517
1153.48554133,0.8853741995937465,0.9026868346878584,0.9026858654458908,0.7381716370014693,0.5490342903703231,0.2977238765195384,0.8276595275892386,0.23439808111108856,0.6052720662942342,0.20149438000773304,0.24766336731977967,0.647423090950972,0.2931713993223881,0.3131105986256986,0.945511215080291,0.4612283038428493,0.42917472673186075,0.761435275385034,0.4353399537717183,0.5992583861488382,0.4779292722773361,0.8888581353875322,0.6128436506894873,0.8891644775463392,0.8876744760818094,0.9221228863507921,0.6499279533441338,0.8372093890283391,0.9162151609586985
1158.99647413,0.8849717005523691,0.9025478309398193,0.9033701602941687,0.7380825849168413,0.5486193639256517,0.3027951091873444,0.8120586313595298,0.23917948977549483,0.6080596366773338,0.2027358714314374,0.2507448493526275,0.6579389453002789,0.29256492969595377,0.3145036010044235,0.9458891798148801,0.46274657862474466,0.43045000389189675,0.7610768254579127,0.43631470128723693,0.6004478083981503,0.47997657014831885,0.8883674027854764,0.6142869570721432,0.8888732122711699,0.8791216961145435,0.9170756351001595,0.6557830307025114,0.8331120833294376,0.9096630737337951
1164.48107738,0.8852055483407966,0.9023597171905833,0.9042217040391116,0.7381645562803374,0.5486040475783287,0.30774098216663726,0.810752598747325,0.24389793741565266,0.6105567204999648,0.20401265220786827,0.25351971719022437,0.6680937516616662,0.2919222401422883,0.31591989936817905,0.9462093853727468,0.4642663634841891,0.4316397636870834,0.761063435630839,0.43758995966655484,0.6014972428676327,0.48231493863776626,0.8902797261593367,0.6159037026637054,0.8883949797792771,0.8726102599873976,0.9112278144630396,0.661322836504525,0.8292954589388494,0.9032564329227414
1169.93996942,0.8857876797954,0.9022216755814587,0.9045245045232622,0.7382961590469322,0.5485858904909342,0.3129859599405457,0.8219527236229585,0.24850312110993986,0.6126308209995968,0.20531501526184318,0.25599805011257937,0.6783387686506495,0.2912665816657025,0.31744047540887127,0.9465082952688515,0.46585470646555965,0.43283966493145376,0.7613075347666477,0.4388260784830048,0.601664394220435,0.484489074006152,0.8927642293143,0.6175087089370319,0.8880046372044407,0.8713307085508826,0.9050909826711309,0.6670835501947252,0.8258458005909143,0.8975256993293543
1175.3737451,0.8862482947075452,0.9021317926030309,0.9045913019280358,0.738336478304313,0.548578721425172,0.3185887562126509,0.8356092888386848,0.25282683867975736,0.614633744830836,0.20655023621495394,0.25837553367945837,0.6885822806601746,0.29078520285603765,0.31894574356233707,0.9463422113498667,0.46736557443707705,0.43411978947298707,0.7617501856326937,0.4400206661234786,0.6020516697230853,0.48641193418349754,0.8950556911798861,0.6190509176821165,0.8874653828277874,0.8748908334391392,0.9001241063918929,0.6724675304783932,0.8225692901183731,0.8932765929338439
1180.78297699,0.8860143988468917,0.9018868111975207,0.9041941502316733,0.7385743220106806,0.5485208216375778,0.3245166238356755,0.8462451899966333,0.25701858578435527,0.6163887637747161,0.20751962883951422,0.2606914182779639,0.6988353563306215,0.29035629319201706,0.3204629397831258,0.9465841236318328,0.46908680538745373,0.43581963426769105,0.7625034324261253,0.4412851387631714,0.6027839346141792,0.48836459297020546,0.8969180132737726,0.6208193525230519,0.8869374714007813,0.8798187380502139,0.8970201176257527,0.6778807579667193,0.8193054234941872,0.8907840267618053
1186.16821657,0.8860432844544124,0.9016552122634577,0.9034959603313549,0.7386148087748812,0.5482978735700456,0.33059794673900295,0.8527417655502009,0.2610650753764159,0.6180195150205064,0.20862732085707697,0.2629225024702186,0.7087289808953329,0.2898685330750716,0.32202793389397977,0.9468940836022831,0.4712734450195576,0.4378169516611781,0.763301446275991,0.44259052047426484,0.6037833701346215,0.49012014094424383,0.8982954389124483,0.6226527195672648,0.8861637292014792,0.8839720746062514,0.8947523924391111,0.6832188526835888,0.8160505346247043,0.8891685328476304
1191.52999524,0.8864497660031112,0.901344642983684,0.902925138860104,0.7386971070160991,0.547982366721557,0.33662300832574726,0.8561930335173917,0.2649441795278265,0.6193683122241667,0.2096649326095122,0.26494399357345355,0.7175923584707472,0.28928091064032946,0.32362248059880244,0.9469515712356846,0.47328055813540754,0.4396215869275527,0.7643259618266568,0.4439106199754992,0.6051422055803106,0.4918070087418202,0.8992774964047684,0.6239437956132197,0.8852184800605774,0.8864133209905923,0.8933831873049769,0.688762885622624,0.8129007344707313,0.8878559756535069
1196.89576018,0.8867812264196897,0.900973894177261,0.9027075409052522,0.7388566364509195,0.5477455708880871,0.34230946127933254,0.8591124602780872,0.26880589089493123,0.6204745313489199,0.21049211790574748,0.26703804183447927,0.7255731143614411,0.2887336053983446,0.3253214826930551,0.9466202683478788,0.47508699137551386,0.44110598956565944,0.7656177433415231,0.4450318078838341,0.6068042687170877,0.49349350047287216,0.9002308814993295,0.6249000108032583,0.8837182530483961,0.8877770412681337,0.892730702409031,0.6943419714865084,0.8091199152691627,0.8867566958210759
1202.26638934,0.8872260937564402,0.9006821733254808,0.9034985520999803,0.7387529915711021,0.5476204864611754,0.34761462002431365,0.8634571098760473,0.27254794185451403,0.6214111894290193,0.2111532857023617,0.269138094889188,0.733339861383605,0.2883011537664492,0.32712921760576813,0.9463373383603145,0.47691424816980665,0.4425689885582643,0.7670004613879146,0.4462463236668863,0.6088535502607343,0.49509349226316496,0.9010039127791923,0.6256042939722246,0.8820381993123345,0.8886337215114164,0.8922781129237428,0.6998159683436695,0.8053507495150827,0.8860185574846218
1207.64185238,0.8872274407185008,0.9005502923679077,0.9040447462467939,0.7386756050064659,0.5474020444058876,0.35298991266572277,0.8681306237027344,0.27605334503618445,0.6221078077063323,0.2117409718634183,0.271158799482423,0.7406146195241766,0.2879580929328811,0.3290609073323229,0.9456887081019114,0.47895509141641607,0.444321139042716,0.7675516270797876,0.4477916468137793,0.6109772029324113,0.49650294733834394,0.9016219344278971,0.6264396207758358,0.879819984988039,0.8895811010302238,0.8923436200616154,0.7052189388026621,0.802054960023236,0.8857257356874076
1213.0221192,0.8869911826061637,0.9000753477566766,0.904129813135152,0.7387069016234649,0.547189705861916,0.3582557657235435,0.8716278263201918,0.2794160721518441,0.6229781597957195,0.2123510138540802,0.27305811326011287,0.7477850899118386,0.28769572101558477,0.3309144331410277,0.945425837730511,0.48122853276087774,0.44621844407056543,0.7678470941412162,0.4492118962320153,0.6122545571299473,0.49772606113136575,0.9025540000576583,0.6273947864069529,0.8770271722322266,0.8911003663303693,0.8936722485409794,0.7107402473014397,0.7987368669601019,0.8852412110985025
1218.40715994,0.8871939246414692,0.8995825540418128,0.903774777370934,0.7386781365709371,0.5468850973029481,0.3632485654433721,0.873920141814316,0.2827577663155585,0.6237118869724331,0.21290918791968227,0.2750732743977134,0.7545075636831037,0.28739238828725605,0.33271330530176413,0.9446171586175344,0.4832281478486823,0.4480430438977385,0.768246896328328,0.4505158335673656,0.6127822153222162,0.4988346779140476,0.9033086114746085,0.6284378005149783,0.8734743280540865,0.8926533358267638,0.8957904525394496,0.7159251417921587,0.7953898159848221,0.8845240634867086
1223.79694502,0.8873306022740758,0.8993738046488124,0.9032552388009938,0.7388889817370045,0.5464849970970082,0.368231356023719,0.8754912785583766,0.2859457008150072,0.624159941392046,0.21325464831760313,0.2771573914645248,0.7604358806949726,0.28704691989235226,0.3344803317279695,0.9431686548296986,0.485024450057723,0.44976429761936804,0.7684292516171372,0.4515519818744754,0.6128213793727122,0.4999291145569652,0.9040250006742201,0.6291853895987057,0.8690459620908942,0.8940186251159209,0.8971548611235143,0.7207548985999055,0.7920376319471288,0.8842373139216949
1229.190873,0.887401470350562,0.8993342301075548,0.9030647598126191,0.7391864987596636,0.5460511334669156,0.37291054004832874,0.8762025287313924,0.28917086684201737,0.6244262864764171,0.21352010221129353,0.27937356461439067,0.7657432719543755,0.28677097982550587,0.3363184108216325,0.9412760877131134,0.48706799308069043,0.4515476702482044,0.7685651697396563,0.45242873764814456,0.6129199091651185,0.5010325254347304,0.9045142280669134,0.6297585955862111,0.8646523842944088,0.8950117544350609,0.8980780105351995,0.7255184312197779,0.7887547140010509,0.8841149757184245
1234.58829679,0.8875506966334216,0.899405652206915,0.9027534529120357,0.7393506855886592,0.5455719915813606,0.37697892370644626,0.8763329911770237,0.2923057921940005,0.6245775091018011,0.21395428530827254,0.28161584201692574,0.7710976842461308,0.28656508431783373,0.33812708724995283,0.9396014146657423,0.48910230200596166,0.4533947236953709,0.768693673220561,0.45353979393900606,0.6138357352495376,0.5019416907751063,0.9049492684201755,0.6307100431259358,0.8606997855359008,0.8956971040337611,0.8996342574969897,0.7302135706331236,0.7856614020390363,0.8841495800812671
1239.98919257,0.8879439871100469,0.8993784593037136,0.9027946473694887,0.7394527765695271,0.5451385579298558,0.380723217652163,0.8769460188827238,0.2953466376624483,0.6246114017234846,0.21458917278445225,0.2838566106313059,0.7761054985137459,0.2862905333090329,0.34000019079063615,0.9384695515895151,0.49107431379250827,0.4554468931667681,0.7687318576864738,0.4549152491954654,0.6148013893723725,0.5027327853475949,0.905004562087492,0.6317811200180911,0.8570452026664708,0.8967055794368505,0.9020755528740321,0.7349527826096595,0.7825916673162044,0.8843651707698368
1245.39353673,0.8882936209241015,0.8994558106811841,0.9031920003313331,0.7394877518278369,0.5446201064551703,0.3842610638941602,0.8779729247643528,0.2984622585644718,0.6246229168284618,0.21507122199480042,0.28614813146867796,0.780931443214945,0.28606181095032507,0.34173653244336916,0.9383399520262025,0.49327836821707527,0.4573628933574097,0.768555885876987,0.4563853721385502,0.6151635823697913,0.503496580099108,0.9051018886635676,0.6326307655552487,0.85304416777296,0.8973827704420044,0.9044426087399893,0.7396868070679304,0.7798412076097179,0.8846369936466173
1250.80130588,0.8883782563904579,0.8992461760942497,0.9039537802079076,0.7394364051941594,0.5442848410828728,0.3876510156263203,0.8788886838731098,0.3015763109430894,0.6244659071550045,0.2154508145585863,0.2885987134565831,0.7852903930478305,0.285904810324481,0.3433676323612177,0.9388610521724466,0.49538395489675163,0.4590740292163126,0.7680439541179586,0.45808847904803274,0.6153402431083432,0.5041097256851019,0.905378737333934,0.6332853466093908,0.8481418577716577,0.8977894837640098,0.9063089645977362,0.7444167242524735,0.7767378445183081,0.8850341298939156
1256.21247686,0.8887251576980869,0.8990655100084504,0.9047663473237264,0.7392960209200811,0.5439958335395424,0.39081951151108013,0.8791836473096567,0.3045804067823465,0.6244549763425389,0.21581091745441056,0.2912475700461758,0.7889979900885421,0.2857759291340592,0.3450395237658755,0.939279427111868,0.49745850618504067,0.4608201390065132,0.7674267677644444,0.4595329668096737,0.6157110890586833,0.5047628939787131,0.9052593573662726,0.633176772377922,0.8413495560355114,0.8979791146684764,0.907962229419987,0.7490524301246904,0.774106402272728,0.8852843274673354
1261.62708732,0.888746359136556,0.899001669384563,0.9054880717634389,0.7389070302225653,0.5437010464604355,0.3936633477496283,0.8790602435877252,0.3074726845503969,0.6242686428794099,0.2161952945822277,0.2940200159341251,0.7924535826140963,0.28566455295413407,0.3468453610279617,0.9390703439332228,0.4993998819438116,0.46284172151751585,0.7669795530985665,0.46080592524228114,0.6162350258990482,0.50538427318794,0.9046341062519879,0.6324122220763476,0.8337018966520959,0.8974811435542907,0.9091843896779143,0.7535007616532158,0.7715995300906112,0.8856673797452229
1267.05580532,0.8886520791688031,0.8988271757376394,0.9057897875051383,0.7384154810644061,0.5433646044873389,0.3959344604188359,0.8788843725334146,0.3103224672909814,0.623811075627567,0.21654056615855333,0.2968217034906662,0.7957220567617542,0.28554673181467044,0.3486569980192322,0.9381732481478761,0.5014709716476006,0.464847690731422,0.7664043492899746,0.46172323030195506,0.6160888014706689,0.5057657149240508,0.9034989445924299,0.6304730443831382,0.8292434543922832,0.8966206065186664,0.9096973997870381,0.7581581178193764,0.7697187186714113,0.8858386174714362
1272.49861965,0.8885743855472619,0.898436384912864,0.9056769498381086,0.7377583205362985,0.5429273065146734,0.39796948515641273,0.8784016050069925,0.31313048285018025,0.62318329226907,0.21678365437381825,0.2997633631680745,0.7982152244856309,0.28549683901513184,0.3505315366226291,0.9363046444888299,0.5035710720505353,0.4668393176945892,0.7653365517084844,0.46297458037660566,0.6159639868063297,0.5061969540316427,0.9020892245842883,0.6279962429416519,0.8314732115992345,0.8958687219855428,0.9100943562149506,0.7626594734676542,0.7677851059724473,0.8859080433934725
1277.95551888,0.8884593518443996,0.8978878657827253,0.9054063189077454,0.7369203324154655,0.5422585111544675,0.40000121686111445,0.8772267302114257,0.31588037080641906,0.6222824816171186,0.21714399616353275,0.3029226720509778,0.800576085389825,0.2855460616391124,0.3523806453920397,0.9341158741240385,0.5055836958587578,0.468862511241244,0.7639978292240086,0.464008971859717,0.6162408389795937,0.5064669379204507,0.9008532480128575,0.6272596224334311,0.8386894611538093,0.8950805079111881,0.9101884221468466,0.7672756863746202,0.7656686691171584,0.8858957248086295
1283.42649147,0.8884878861140543,0.8975472613541043,0.9051955755788962,0.7359952398048226,0.5416960629696157,0.4018526232361487,0.8751694813770033,0.3186529188917831,0.6211429781936781,0.21759975260897582,0.3062268505632483,0.8028835370754748,0.2856615949013044,0.35427556127789606,0.9315182124450049,0.507885727041213,0.4708542615343067,0.763800856810886,0.46521703752422255,0.6161038106412159,0.5066405206148863,0.9004167949095708,0.6293678124885754,0.8475958880635708,0.894093896575923,0.9101677217042156,0.7718016023694814,0.763755880769415,0.8858071944182192
1288.9115257,0.8888979016746258,0.8975071786794292,0.9048354894306373,0.735434344128987,0.5408820255825502,0.4035298320070093,0.8723976081739537,0.3215160694430067,0.6200278110196527,0.21814200841035622,0.3096745418017927,0.804882516430425,0.2859225726478697,0.35609797689532807,0.9283535050508475,0.5101820529318014,0.47254769065089314,0.7654466069211111,0.4667814875274653,0.6157345145202967,0.5068300254237766,0.8998063458912884,0.6316297716977429,0.855658192499947,0.89252019829897,0.9100775133870558,0.7760688436485844,0.761874899512289,0.8855134480564185
1294.41060969,0.8891803493271799,0.8972394253419078,0.9045978415706827,0.735344345795091,0.5399844043628089,0.405174134548761,0.8690545555597031,0.3242762875196685,0.6188693940494348,0.2186124593092549,0.31346771345082486,0.8068308539695062,0.28619711453334495,0.35794812157759687,0.9241807395353846,0.5121867434323881,0.4742626345288024,0.7672822050062162,0.46851533331424455,0.6155414174390164,0.5069102211519788,0.8977227830778584,0.6320454501436468,0.8606661540471691,0.8906792612476754,0.909539369068574,0.780467746905976,0.7598249727869861,0.8849200826596818
1299.91690127,0.8892877237203257,0.8966342985794258,0.9043003437482435,0.7354035268639323,0.5389552299736596,0.4065235763871973,0.865733748194624,0.32697410451396275,0.6172716175301194,0.2189897175877069,0.31753203913655387,0.8086344335408505,0.2865179318158488,0.35991192097221436,0.9199857683131694,0.514385247754967,0.47603566930959673,0.7680425756359268,0.47002577505528353,0.615116283706421,0.5069908501700074,0.895749003325809,0.6325571536247243,0.8626464017391309,0.8884139537171774,0.9086460154239188,0.7848430531126118,0.7577461499061973,0.8842503081534882
1305.42577023,0.8890467088067131,0.8960029404906771,0.9045395506448164,0.7354759353313434,0.5376789137517282,0.40757306282878975,0.8623334053161542,0.32971549234423825,0.6155992198854792,0.21951811240919142,0.3215475871581654,0.8101210880683051,0.28688510412668644,0.36180579628720516,0.9164527725090625,0.5168084048076055,0.478009500095887,0.768035641659314,0.47119802293812374,0.6153139364870741,0.5069686843627624,0.8937843091397618,0.6338755106466726,0.8624119535062581,0.8853807199201049,0.9070736750106307,0.7894881861666131,0.7555573780426464,0.8832158356664888
1310.93719838,0.8888813677885744,0.8956962872577053,0.9044841794479577,0.7357493775640623,0.5361777069634379,0.4084275242258463,0.8579414747529561,0.33242221074215295,0.6138125874782749,0.22028886968639666,0.32567534273212323,0.8115619659073843,0.28731322728353303,0.3637090319647682,0.9133725473217097,0.51902038128764,0.4799514353207421,0.7674888123646694,0.4722647520576408,0.6155939838081171,0.5068033870763723,0.8908867924821148,0.6348556064411799,0.8600811047427669,0.8817215565756397,0.9052710266204412,0.7937022556964979,0.753236385514899,0.8818487548319055
1316.45116775,0.889196097291934,0.8952491250408,0.9043299714542332,0.7359113560423246,0.5342099546400999,0.40940047087063197,0.8520587032998859,0.33514916152759894,0.6115657150006082,0.22094427441133638,0.3300607438464293,0.8128325097420656,0.2877917285481185,0.36567710268768056,0.9108585962183617,0.5209575873802369,0.4818305188121784,0.7665563907460757,0.4736427074474135,0.6151700920284889,0.5064211441843415,0.8865912847999199,0.6349312593159824,0.8554685982679943,0.8772016787608494,0.9028924898322446,0.7979180387299794,0.7506234706457345,0.8804958093795748
1321.96766053,0.8893603513732684,0.8945921176060617,0.9044346664290761,0.7360966683529311,0.5318991001578771,0.4106177508442351,0.8437614318560922,0.3377717684038761,0.6090707800072113,0.22160432171057667,0.33453613183841346,0.814194656443008,0.2882768538027234,0.36752986986623387,0.9081282128800439,0.5230890256177694,0.48359359862923645,0.7654169088926805,0.47509604263412014,0.6148565765802283,0.5058339104476505,0.8814329140182968,0.6350103750171412,0.8503068269587806,0.8714404922572848,0.8996102427725867,0.8019580594914759,0.7475937624782769,0.8787901787122796
1327.4866591,0.889251834791965,0.8937394319035707,0.9043595419965746,0.7360237845771137,0.529300032339076,0.4118982876795999,0.8326971860616701,0.34035272907122593,0.6061638793594525,0.2223337381874719,0.33914726314244015,0.8152565014834245,0.28870939896945935,0.36935167480591147,0.9055817731067906,0.5253833312536836,0.4852652590746576,0.7641192551664242,0.47620968520568563,0.6147844863520111,0.5053328754359538,0.8756927369311102,0.6355080164444944,0.845514093769874,0.8639689896133224,0.8955067146259347,0.806175882306672,0.7440870398039205,0.8768789468252556
1333.01349556,0.8890310814682193,0.8927454215763995,0.9044193673682404,0.7360076250099085,0.5263780547749193,0.41280065860560583,0.8193512535849259,0.342917063939611,0.6032265087167433,0.2233375609296302,0.3442677551813448,0.8160560762547433,0.28911707841584866,0.371194788328974,0.9031827741997001,0.5277017265893886,0.4870133113567162,0.761908041444958,0.4770933403341593,0.6148807983390253,0.5048581253831003,0.8699928908647943,0.6358740966852305,0.8391253429893418,0.8551424613586588,0.8909008061383025,0.8103451106456878,0.7397895992623245,0.8748243849786165
1338.5688161,0.8887247316436072,0.8919908150919941,0.904407764139074,0.736107517262549,0.5231013725260978,0.4135818862909693,0.8055644721546316,0.34550729992549617,0.6000223818160542,0.22458589905556167,0.3495868231685012,0.8164581025869155,0.28959965083384626,0.3729902029706847,0.9002273179096238,0.5296639661453019,0.4888169942920153,0.7588491165658036,0.4777775992283466,0.6148689609400926,0.5044314342485405,0.8641564160764192,0.6357790063578804,0.8338358744510926,0.8468033710975883,0.8855367016664004,0.8142561898528461,0.7346128132302133,0.8726562600226164
1344.15282419,0.8883961489821555,0.890733926161758,0.904095987714776,0.7359264550315325,0.5197184317443125,0.41452996836700023,0.7932262281966798,0.3479213888382242,0.5962500661739595,0.22564773561356163,0.3549961031527377,0.8170413477476447,0.2901844611782938,0.37470606435222503,0.8957600554124164,0.5311448267608025,0.4904319443402208,0.7541183230946472,0.4782128739563969,0.6147557875744446,0.5039803585163889,0.8579359680336047,0.6351897039739853,0.8316914878524173,0.8407512792596287,0.8798922350646973,0.817684509054984,0.728688320264417,0.8705245347853048
1349.76572543,0.8874868786611805,0.8893540390174032,0.9039126028328667,0.7356662353776101,0.5162201822380248,0.4158392278253876,0.7825907903870015,0.35024351082442035,0.5918680771653794,0.22665248350017533,0.360264365937607,0.8176864788145924,0.29079489899093586,0.37607274356997766,0.8887780803691765,0.532596201565395,0.4919080148639784,0.7469174700294929,0.4783635803146829,0.6141870696863245,0.5034421003188069,0.8508931341538667,0.634029979841564,0.8308235508969339,0.837554008170968,0.873837920940036,0.8208810305191221,0.7222844212191483,0.8681050239046146
